feature,importance
right_pair_5_14,0.0
right_pair_5_16,0.0
right_pair_5_17,0.0
right_pair_5_20,0.0
right_pair_6_7,0.0
right_pair_6_10,0.0
right_pair_6_11,0.0
right_pair_6_12,0.0
right_pair_6_13,0.0
right_pair_6_16,0.0
right_pair_6_17,0.0
right_pair_7_10,0.0
right_pair_4_19,0.0
right_pair_4_17,0.0
right_pair_2_5,0.0
right_pair_4_13,0.0
right_pair_2_6,0.0
right_pair_2_7,0.0
right_pair_2_12,0.0
right_pair_2_15,0.0
right_pair_2_18,0.0
right_pair_2_19,0.0
right_pair_3_6,0.0
right_pair_3_7,0.0
right_pair_3_8,0.0
right_pair_3_10,0.0
right_pair_3_14,0.0
right_pair_3_19,0.0
right_pair_4_5,0.0
right_pair_4_6,0.0
right_pair_4_8,0.0
right_pair_4_11,0.0
right_pair_4_12,0.0
right_orient_cos,0.0
